"s","id"
"http://dbpedia.org/resource/Lange_(musician)",3766506
"http://dbpedia.org/resource/Edwin_Seroussi",3767026
"http://dbpedia.org/resource/Sharon_Cuneta",3767079
"http://dbpedia.org/resource/Ronnie_Hilton",3767533
"http://dbpedia.org/resource/Brinsley_Schwarz_(musician)",3771030
"http://dbpedia.org/resource/Rosie_Flores",3772682
"http://dbpedia.org/resource/Bob_Lind",3772749
"http://dbpedia.org/resource/Frank_Strozier",3775132
"http://dbpedia.org/resource/Roger_Chapman",3775745
"http://dbpedia.org/resource/Chris_Strachwitz",3776200
"http://dbpedia.org/resource/Tony_Thompson_(singer)",3776541
"http://dbpedia.org/resource/DJ_Head",3779161
"http://dbpedia.org/resource/Kin_Vassy",3780551
"http://dbpedia.org/resource/Country_Yossi",3780586
"http://dbpedia.org/resource/Chuck_Loeb",3781162
"http://dbpedia.org/resource/Lewie_Steinberg",3781460
"http://dbpedia.org/resource/Russell_Mills_(artist)",3783862
"http://dbpedia.org/resource/Giovanni_Battista_Rubini",3784138
"http://dbpedia.org/resource/Vincent_Herring",3784508
"http://dbpedia.org/resource/Jack_Parnell",3785101
"http://dbpedia.org/resource/Jim_West_(guitarist)",3785221
"http://dbpedia.org/resource/Angèle_Dubeau",3785360
"http://dbpedia.org/resource/Vann_%22Piano_Man%22_Walls",3786090
"http://dbpedia.org/resource/Gail_Ann_Dorsey",3786605
"http://dbpedia.org/resource/Oli_Goldsmith",3787133
"http://dbpedia.org/resource/Arnold_Lanni",3787228
"http://dbpedia.org/resource/Randy_Torres",3788577
"http://dbpedia.org/resource/Yū_Kobayashi",3788926
"http://dbpedia.org/resource/Leila_Fletcher",3789489
"http://dbpedia.org/resource/Sabah_(singer)",3791501
"http://dbpedia.org/resource/Joe_Camilleri",3792807
"http://dbpedia.org/resource/Juliette_Schoppmann",3793368
"http://dbpedia.org/resource/Cheri_Dennis",3795067
"http://dbpedia.org/resource/G._Dep",3795087
"http://dbpedia.org/resource/Kidd_Jordan",3795474
"http://dbpedia.org/resource/Danny_Barnes_(musician)",3795885
"http://dbpedia.org/resource/Loretta_Long",3796405
"http://dbpedia.org/resource/Johan_Liiva",3796948
"http://dbpedia.org/resource/Billy_Name",3798459
"http://dbpedia.org/resource/Curtis_Salgado",3802561
"http://dbpedia.org/resource/Heather_Myles",3803375
"http://dbpedia.org/resource/Mari_Iijima",3804612
"http://dbpedia.org/resource/Bob_Weinstock",3805078
"http://dbpedia.org/resource/John_Andrew_Stevenson",3808841
"http://dbpedia.org/resource/Richard_Hickox",3810652
"http://dbpedia.org/resource/Lazy_Lester",3812867
"http://dbpedia.org/resource/Jenő_Jandó",3813395
"http://dbpedia.org/resource/Jimmy_McCracklin",3814960
"http://dbpedia.org/resource/Jesse_Stone",3815248
"http://dbpedia.org/resource/Brad_Grey",3816035
"http://dbpedia.org/resource/Floyd_Dixon",3816378
"http://dbpedia.org/resource/Dominik_Burkhalter",3816904
"http://dbpedia.org/resource/Ton_Koopman",3818460
"http://dbpedia.org/resource/Dannie_Richmond",3819827
"http://dbpedia.org/resource/Dariush_(singer)",3820835
"http://dbpedia.org/resource/Panama_Francis",3820986
"http://dbpedia.org/resource/Matt_DeVries",3822141
"http://dbpedia.org/resource/Trish_Murphy",3826304
"http://dbpedia.org/resource/Crispian_St._Peters",3827019
"http://dbpedia.org/resource/Arthur_Prysock",3828942
"http://dbpedia.org/resource/Bill_Anschell",3829328
"http://dbpedia.org/resource/Bo_Carter",3832123
"http://dbpedia.org/resource/Carl_Dobkins_Jr.",3832645
"http://dbpedia.org/resource/Eddie_Bond",3832657
"http://dbpedia.org/resource/Warren_Smith_(singer)",3832719
"http://dbpedia.org/resource/Troy_Shondell",3833076
"http://dbpedia.org/resource/Phil_Upchurch",3833655
"http://dbpedia.org/resource/Jeff_Burrows",3833802
"http://dbpedia.org/resource/Martin_Degville",3834390
"http://dbpedia.org/resource/Pete_Wiggs",3834621
"http://dbpedia.org/resource/Henri_Büsser",3834675
"http://dbpedia.org/resource/Kate_Earl",3835327
"http://dbpedia.org/resource/Dresta",3835894
"http://dbpedia.org/resource/Frieda_Belinfante",3836041
"http://dbpedia.org/resource/Ruby_&_the_Romantics",3836810
"http://dbpedia.org/resource/Gloria_Lynne",3837467
"http://dbpedia.org/resource/Paris_Bennett",3837692
"http://dbpedia.org/resource/Jane_Jarvis",3837697
"http://dbpedia.org/resource/Lukas_Ligeti",3838260
"http://dbpedia.org/resource/George_Wein",3840633
"http://dbpedia.org/resource/Su-Elise_Nash",3841057
"http://dbpedia.org/resource/Lloyd_Watson",3841073
"http://dbpedia.org/resource/Donnie_Elbert",3841948
"http://dbpedia.org/resource/Ethan_Luck",3841993
"http://dbpedia.org/resource/Luther_Ingram",3845034
"http://dbpedia.org/resource/Faye_Adams",3845232
"http://dbpedia.org/resource/Vesa_Jokinen",3845828
"http://dbpedia.org/resource/Nawal_El_Zoghbi",3846037
"http://dbpedia.org/resource/Sarai_(rapper)",3846100
"http://dbpedia.org/resource/Paulette_Carlson",3846285
"http://dbpedia.org/resource/Barbara_Lewis",3846631
