"s","id"
"http://dbpedia.org/resource/Jimmy_Keegan",11768770
"http://dbpedia.org/resource/Tim_Rushlow",11770881
"http://dbpedia.org/resource/Leo_Nocentelli",11772222
"http://dbpedia.org/resource/Ivo_Linna",11772313
"http://dbpedia.org/resource/Noelle_Scaggs",11772389
"http://dbpedia.org/resource/Isabel_Colegate",11772499
"http://dbpedia.org/resource/Hilary_Shepard",11772951
"http://dbpedia.org/resource/Kenichi_Mikawa",11777170
"http://dbpedia.org/resource/Steve_Race",11777765
"http://dbpedia.org/resource/Hiroko_Nakamura",11778896
"http://dbpedia.org/resource/Frode_Lamøy",11786840
"http://dbpedia.org/resource/Betty_Freeman",11786948
"http://dbpedia.org/resource/Anthony_Smith_(singer)",11791067
"http://dbpedia.org/resource/Steven_Shane_McDonald",11793092
"http://dbpedia.org/resource/Stephanie_Bentley",11795450
"http://dbpedia.org/resource/Samantha_Jade",11797768
"http://dbpedia.org/resource/Tera_de_Marez_Oyens",11798988
"http://dbpedia.org/resource/Sati_Kazanova",11801449
"http://dbpedia.org/resource/Richard_Band",11801489
"http://dbpedia.org/resource/Anderson_Tyrer",11804630
"http://dbpedia.org/resource/Canyon_(band)",11813253
"http://dbpedia.org/resource/Oscar_Peñas",11814815
"http://dbpedia.org/resource/Jordan_Blilie",11815178
"http://dbpedia.org/resource/Cyrine_Abdelnour",11816194
"http://dbpedia.org/resource/Giorgio_Gomelsky",11816600
"http://dbpedia.org/resource/May_Kassab",11816801
"http://dbpedia.org/resource/Bobby_Johnston",11821453
"http://dbpedia.org/resource/Ken_Mellons",11823727
"http://dbpedia.org/resource/Mayor_McCA",11824322
"http://dbpedia.org/resource/Matthew_Kelly_(musician)",11825102
"http://dbpedia.org/resource/James_Bonamy",11825634
"http://dbpedia.org/resource/Lois_Johnson",11834891
"http://dbpedia.org/resource/Jeff_Rich",11842653
"http://dbpedia.org/resource/Davis_Daniel",11844706
"http://dbpedia.org/resource/Jesse_West",11845266
"http://dbpedia.org/resource/Ann_Richards_(singer)",11847335
"http://dbpedia.org/resource/Lionel_Cartwright",11848605
"http://dbpedia.org/resource/Gregory_Vajda",11849173
"http://dbpedia.org/resource/Amy_Dalley",11849931
"http://dbpedia.org/resource/Josephine_Antoine",11850310
"http://dbpedia.org/resource/Jeffree_Star",11850610
"http://dbpedia.org/resource/Shawn_Camp_(musician)",11851769
"http://dbpedia.org/resource/Singin'_Sam",11852550
"http://dbpedia.org/resource/Kelsey_Jones",11852621
"http://dbpedia.org/resource/Nancy_Alexiadi",11859812
"http://dbpedia.org/resource/Jarboe",11861530
"http://dbpedia.org/resource/Sarah_Bosmans-Benedicts",11865137
"http://dbpedia.org/resource/Anita_Kelsey",11868648
"http://dbpedia.org/resource/Kaori_Utatsuki",11868865
"http://dbpedia.org/resource/Kode9",11871029
"http://dbpedia.org/resource/Norma_Winstone",11871189
"http://dbpedia.org/resource/Terry_Adams_(musician)",11871790
"http://dbpedia.org/resource/Johann_von_Gardner",11871909
"http://dbpedia.org/resource/Ned_Miller",11874550
"http://dbpedia.org/resource/David_%22Buck%22_Wheat",11875621
"http://dbpedia.org/resource/Monroe_Silver",11879603
"http://dbpedia.org/resource/Victoria_Asher",11879645
"http://dbpedia.org/resource/Philip_Ledger",11880747
"http://dbpedia.org/resource/Mark_Olson_(musician)",11881765
"http://dbpedia.org/resource/Ryan_Griffiths_(guitarist)",11881947
"http://dbpedia.org/resource/Tim_Sult",11884121
"http://dbpedia.org/resource/Lee_Seung-gi",11884159
"http://dbpedia.org/resource/Ysabella_Brave",11884497
"http://dbpedia.org/resource/Mutya_Buena",11886270
"http://dbpedia.org/resource/Daniel_de_los_Reyes",11886490
"http://dbpedia.org/resource/Joel_Taylor_(musician)",11886823
"http://dbpedia.org/resource/Senna_Gammour",11887892
"http://dbpedia.org/resource/Sanja_Đorđević",11891583
"http://dbpedia.org/resource/List_of_Eurovision_Song_Contest_presenters",11893793
"http://dbpedia.org/resource/Kenny_Washington_(musician)",11894877
"http://dbpedia.org/resource/Leslie_Satcher",11894886
"http://dbpedia.org/resource/Francis_Travis",11896137
"http://dbpedia.org/resource/Vassilis_Tsabropoulos",11896306
"http://dbpedia.org/resource/Metro_Nashville_Chorus",11899414
"http://dbpedia.org/resource/Katy_Garbi",11899879
"http://dbpedia.org/resource/Amy_Macdonald",11902870
"http://dbpedia.org/resource/Stephen_Short",11909441
"http://dbpedia.org/resource/Meg_Lee_Chin",11909560
"http://dbpedia.org/resource/Ira_Sullivan",11909709
"http://dbpedia.org/resource/Chris_Batchelor",11911848
"http://dbpedia.org/resource/Dave_DeFries",11912028
"http://dbpedia.org/resource/Claude_Deppa",11912206
"http://dbpedia.org/resource/Nick_Feldman",11912568
"http://dbpedia.org/resource/Mike_Daniels_(musician)",11912653
"http://dbpedia.org/resource/Wolfgang_Dauner",11912864
"http://dbpedia.org/resource/John_D'earth",11913295
"http://dbpedia.org/resource/Carroll_Dickerson",11913443
"http://dbpedia.org/resource/Sam_Donahue",11913591
"http://dbpedia.org/resource/Pierre_Dørge",11913653
"http://dbpedia.org/resource/Gerd_Dudek",11913941
"http://dbpedia.org/resource/Eddie_Durham",11914063
"http://dbpedia.org/resource/Honoré_Dutrey",11914131
"http://dbpedia.org/resource/Mike_Zwerin",11914428
"http://dbpedia.org/resource/Nikki_Yeoh",11914512
"http://dbpedia.org/resource/Bennie_Wallace",11914722
"http://dbpedia.org/resource/Jack_Walrath",11914772
"http://dbpedia.org/resource/Astennu_(musician)",11915090
"http://dbpedia.org/resource/Dennis_Báthory-Kitsz",11915147
"http://dbpedia.org/resource/Geno_Delafose",11916886
"http://dbpedia.org/resource/Dollshead",11917549
"http://dbpedia.org/resource/Sharon_Gilchrist",11919475
"http://dbpedia.org/resource/Freddie_Roach_(organist)",11920990
"http://dbpedia.org/resource/Peter_Wichers",11921107
"http://dbpedia.org/resource/Harold_Vick",11921178
"http://dbpedia.org/resource/Billy_Butler_(guitarist)",11921372
"http://dbpedia.org/resource/Dudley_Perkins_(rapper)",11921688
"http://dbpedia.org/resource/Henry_Johnson_(guitarist)",11921708
"http://dbpedia.org/resource/Stix_Hooper",11921854
"http://dbpedia.org/resource/M._Pokora",11921863
"http://dbpedia.org/resource/Gary_Burr",11921881
"http://dbpedia.org/resource/Charles_Kynard",11922296
"http://dbpedia.org/resource/Hank_Marr",11922410
"http://dbpedia.org/resource/Garrett_Hammond",11922650
"http://dbpedia.org/resource/Leon_Spencer",11924925
"http://dbpedia.org/resource/Melvin_Sparks",11925307
"http://dbpedia.org/resource/Howard_Rumsey",11925652
"http://dbpedia.org/resource/Vinnie_Hornsby",11926493
"http://dbpedia.org/resource/Paulinho_da_Costa",11926739
"http://dbpedia.org/resource/Luiz_Eça",11926914
"http://dbpedia.org/resource/Valdo_Williams",11927184
"http://dbpedia.org/resource/Bill_Dickens",11928400
"http://dbpedia.org/resource/Kristin_Andreassen",11929086
"http://dbpedia.org/resource/Jung_Jin-young_(actor)",11931349
"http://dbpedia.org/resource/Preeya_Kalidas",11931611
"http://dbpedia.org/resource/Todor_Skalovski",11931725
"http://dbpedia.org/resource/Tommy_Shane_Steiner",11933512
"http://dbpedia.org/resource/Brad_Martin",11933822
"http://dbpedia.org/resource/Lenny_Santos",11934372
"http://dbpedia.org/resource/Max_Santos",11934405
"http://dbpedia.org/resource/Lou_Blackburn",11935570
"http://dbpedia.org/resource/Bill_Perkins_(saxophonist)",11935887
"http://dbpedia.org/resource/Ed_Victor",11936165
"http://dbpedia.org/resource/KMC_(musician)",11936439
"http://dbpedia.org/resource/Catherine_Ringer",11937847
"http://dbpedia.org/resource/Julian_Lage",11938928
"http://dbpedia.org/resource/Dom_Salvador",11939811
"http://dbpedia.org/resource/Abatte_Barihun",11940916
"http://dbpedia.org/resource/Gold_Chains",11941366
"http://dbpedia.org/resource/George_Shapiro",11941640
"http://dbpedia.org/resource/Mark_Sultan",11942311
"http://dbpedia.org/resource/Gerry_Cott",11942534
"http://dbpedia.org/resource/Burton_Greene",11943213
"http://dbpedia.org/resource/Yannick_Nézet-Séguin",11945089
"http://dbpedia.org/resource/Doug_Ardito",11947226
"http://dbpedia.org/resource/Thomas_Vikström",11949334
"http://dbpedia.org/resource/Ilana_Vered",11954670
"http://dbpedia.org/resource/Oni_Logan",11956507
"http://dbpedia.org/resource/Noh_Hong-chul",11956589
"http://dbpedia.org/resource/Ara_Mina",11957105
"http://dbpedia.org/resource/Eric_Slick",11957676
"http://dbpedia.org/resource/Jung_Hyung-don",11957772
"http://dbpedia.org/resource/Theo_Goutzinakis",11958503
"http://dbpedia.org/resource/Johann_Nepomuk_Fuchs_(composer)",11959256
"http://dbpedia.org/resource/Mark_Nesler",11959850
"http://dbpedia.org/resource/Werner_Wolf_Glaser",11960411
"http://dbpedia.org/resource/Fernando_De_Lucia",11963859
"http://dbpedia.org/resource/Bahar_Kizil",11965296
"http://dbpedia.org/resource/Yvette_Devereaux",11967098
"http://dbpedia.org/resource/Guy_Eckstine",11969042
"http://dbpedia.org/resource/Josh_Gilbert_(musician)",11969280
"http://dbpedia.org/resource/Promoter_(entertainment)",11972619
"http://dbpedia.org/resource/Mika_Horiuchi",11972719
"http://dbpedia.org/resource/Greg_Boyer_(musician)",11972855
"http://dbpedia.org/resource/Mike_Johnson_(guitarist)",11973430
"http://dbpedia.org/resource/Carlos_Franzetti",11974017
"http://dbpedia.org/resource/Rob_Collins_(musician)",11974387
"http://dbpedia.org/resource/Louie_Austen",11977180
"http://dbpedia.org/resource/Mandy_Capristo",11981133
"http://dbpedia.org/resource/Gil_Sharone",11981948
"http://dbpedia.org/resource/Sy_Smith",11982353
"http://dbpedia.org/resource/Johnny_Cash",11983070
"http://dbpedia.org/resource/Terry_Balsamo",11983164
"http://dbpedia.org/resource/Milan_Kymlicka",11983884
"http://dbpedia.org/resource/Murray_Dalglish",11984448
"http://dbpedia.org/resource/John_Moore_(musician)",11984618
"http://dbpedia.org/resource/Alejandro_Kuropatwa",11985180
"http://dbpedia.org/resource/Steve_Williamson",11986896
"http://dbpedia.org/resource/Chan_Kwok_Fai",11987128
"http://dbpedia.org/resource/Asha_Khadilkar",11988022
"http://dbpedia.org/resource/Johnny_Darrell",11989991
"http://dbpedia.org/resource/Jan_Křtitel_Kuchař",11991341
"http://dbpedia.org/resource/Bob_Kraushaar",11994895
"http://dbpedia.org/resource/Mark_Kendall_(guitarist)",11995094
"http://dbpedia.org/resource/Artie_Wayne",11995747
"http://dbpedia.org/resource/Don_Azpiazú",11996417
"http://dbpedia.org/resource/Geraldo_Vandré",11996447
"http://dbpedia.org/resource/Robin_Lee_(singer)",11999024
"http://dbpedia.org/resource/Seun_Kuti",12002019
"http://dbpedia.org/resource/Bill_Summers_(musician)",12004202
"http://dbpedia.org/resource/Diana_Reyes",12004549
"http://dbpedia.org/resource/Esad_Plavi",12006385
"http://dbpedia.org/resource/Ray_Reach",12008779
"http://dbpedia.org/resource/Mary_Bond_Davis",12009047
"http://dbpedia.org/resource/Dave_Stryker",12009266
"http://dbpedia.org/resource/Larry_Rudolph",12009601
"http://dbpedia.org/resource/Mickey_Madden",12010762
"http://dbpedia.org/resource/Caoimhín_Ó_Raghallaigh",12014468
"http://dbpedia.org/resource/Fred_Holstein",12015842
"http://dbpedia.org/resource/Lương_Bích_Hữu",12016879
"http://dbpedia.org/resource/Mayuko_Kamio",12017162
"http://dbpedia.org/resource/Ben_Deily",12021312
"http://dbpedia.org/resource/Inayat_Hussain_Bhatti",12021916
"http://dbpedia.org/resource/Keith_Perry_(musician)",12025015
"http://dbpedia.org/resource/Inma_Shara",12025416
"http://dbpedia.org/resource/Nate_Albert",12026629
"http://dbpedia.org/resource/Ümit_Besen",12027579
"http://dbpedia.org/resource/Eddie_Bert",12027837
"http://dbpedia.org/resource/Pete_Christlieb",12028034
"http://dbpedia.org/resource/Evie_Sands",12028514
"http://dbpedia.org/resource/Airi_Suzuki_(violinist)",12033503
"http://dbpedia.org/resource/Constance_Bache",12036105
"http://dbpedia.org/resource/Peter_Ashworth",12036216
"http://dbpedia.org/resource/Alex_Suarez_(musician)",12036531
"http://dbpedia.org/resource/Brian_Godding",12037619
"http://dbpedia.org/resource/Don_Preston_(guitarist)",12039849
"http://dbpedia.org/resource/Gloc-9",12041931
"http://dbpedia.org/resource/Dallas_Kruse",12042989
"http://dbpedia.org/resource/Tom_Wilkes",12045806
"http://dbpedia.org/resource/I:Cube",12046208
"http://dbpedia.org/resource/George_McCorkle",12049261
"http://dbpedia.org/resource/Ottilie_Patterson",12052394
"http://dbpedia.org/resource/Alex_Newport",12054447
"http://dbpedia.org/resource/Crooked_I",12056828
