"s","id"
http://dbpedia.org/resource/Andy_Warhol,864
http://dbpedia.org/resource/Allen_Ginsberg,1017
http://dbpedia.org/resource/Albert_Schweitzer,1029
http://dbpedia.org/resource/Arabian_Prince,1331
http://dbpedia.org/resource/Ani_DiFranco,2126
http://dbpedia.org/resource/Aaliyah,2144
http://dbpedia.org/resource/Alexis_Korner,2282
http://dbpedia.org/resource/Amy_Grant,2705
http://dbpedia.org/resource/Alex_Lifeson,2893
http://dbpedia.org/resource/Amr_Diab,2911
http://dbpedia.org/resource/Albert_Brooks,3075
http://dbpedia.org/resource/Arlo_Guthrie,3273
http://dbpedia.org/resource/Britney_Spears,3382
http://dbpedia.org/resource/Björn_Ulvaeus,3740
http://dbpedia.org/resource/Brigitte_Bardot,3845
http://dbpedia.org/resource/Bing_Crosby,4010
http://dbpedia.org/resource/Blind_Blake,4366
http://dbpedia.org/resource/Buddy_Holly,4408
http://dbpedia.org/resource/Béla_Bartók,4527
http://dbpedia.org/resource/Bill_Haley,4528
http://dbpedia.org/resource/Blind_Willie_McTell,4544
http://dbpedia.org/resource/Blind_Lemon_Jefferson,4569
http://dbpedia.org/resource/Brownie_McGhee,4737
http://dbpedia.org/resource/Bob_Wills,4833
http://dbpedia.org/resource/Barney_Bubbles,4930
http://dbpedia.org/resource/Bo_Diddley,5033
http://dbpedia.org/resource/Charlie_Chaplin,5142
http://dbpedia.org/resource/Courtney_Love,5655
http://dbpedia.org/resource/Chuck_D,5718
http://dbpedia.org/resource/Claude_Debussy,6260
http://dbpedia.org/resource/Christine_Lavin,7514
http://dbpedia.org/resource/Charles_Mingus,7668
http://dbpedia.org/resource/Chet_Atkins,7756
http://dbpedia.org/resource/David_Lynch,7891
http://dbpedia.org/resource/Dr._Dre,8083
http://dbpedia.org/resource/Dave_Brubeck,8176
http://dbpedia.org/resource/Doris_Day,8300
http://dbpedia.org/resource/Danny_Elfman,8397
http://dbpedia.org/resource/Dolly_Parton,8716
http://dbpedia.org/resource/Desi_Arnaz,8774
http://dbpedia.org/resource/Dylan_Thomas,8783
http://dbpedia.org/resource/David_Bowie,8786
